test,suite,a100,h100,gh200,gb10
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ,core,seen,seen,seen,seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL,core,seen,seen,seen,seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ,core,seen,seen,seen,seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL,core,seen,seen,seen,seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL,core,seen,seen,seen,not seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ,core,seen,seen,seen,not seen
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL,core,seen,seen,seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_REL_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_REL_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_REL_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_REL_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED,core,seen,seen,seen,seen
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_REL_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_REL_REL,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED,core,seen,seen,seen,seen
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQ_REL,core,seen,seen,seen,seen
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_REL_ACQ,core,seen,seen,seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_REL_REL,core,seen,seen,seen,seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL,core,seen,seen,seen,seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL,core,seen,seen,seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL,core,seen,seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL,core,seen,seen,seen,not seen
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_REL_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_REL_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_REL_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_REL_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ,core,not seen,not seen,not seen,not seen
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE,core,seen,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0,core,seen,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1,core,seen,seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2,core,seen,seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01,core,seen,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02,core,seen,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12,core,seen,seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_ACQ_REL,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0,core,seen,seen,not seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1,core,seen,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2,core,seen,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01,core,not seen,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02,core,seen,seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12,core,seen,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02,core,seen,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_DEVICE_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE,core,seen,seen,seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2,core,seen,seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02,core,seen,seen,not seen,not seen
z6_3_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12,core,seen,seen,not seen,not seen
z6_3_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_NO_FENCE_ACQ_REL,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0,core,seen,seen,not seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1,core,seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2,core,seen,seen,seen,not seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12,core,not seen,not seen,not seen,not seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02,core,seen,seen,seen,seen
z6_3_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0,core,seen,seen,seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1,core,seen,seen,seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02,core,seen,seen,seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12,core,seen,seen,seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQ_REL,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1,core,seen,seen,seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2,core,seen,seen,seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02,core,not seen,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12,core,seen,seen,seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02,core,seen,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12,core,seen,seen,seen,seen
z6_3_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQ_REL,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE,core,seen,seen,seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1,core,not seen,seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01,core,seen,seen,seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02,core,seen,seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12,core,seen,seen,not seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED,core,seen,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQ_REL,core,seen,seen,seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE,core,not seen,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0,core,not seen,seen,not seen,not seen
